name,logo,category,address,description,site_web,size,twitter,linkedin,facebook,youtube
Action Wear,https://www.emploitic.com/attachments/company_logo/logo_4080478.jpg,"Distribution, Commerce","Cité chateau rouge , local B , eucalyptus 16000, Alger, Algérie","Distributeur Officiel des marques : adidas | Reebok | Nike | New
Balance. La chaîne de boutiques Action Wear est spécialisée dans la
vente de vêtements et chaussures de sport destinées pour Hommes |
Femmes | Enfants.",,Grande entreprise,,,https://fr-fr.facebook.com/ActionWearDZ/,
NOATUM LOGISTICS ALGERIA,https://www.emploitic.com/attachments/company_logo/logo_4679669.jpg,Services,"115 Lot cadat, les Sources , Bir Mourad Rais 16000, Alger, Algérie",,,PME/PMI,,,,
ACS Advanced construction & services,https://www.emploitic.com/attachments/company_logo/logo_3670936.jpg,"BTP, Construction, Immobilier","Ain benian, Alger, Algérie",,,Grande entreprise,,,,
Marine Soft,https://www.emploitic.com/attachments/company_logo/logo_5031815.jpg,"Informatique, Télécom, Internet","el harrache, Alger, Algérie",,,PME/PMI,,,,
N’gaous conserve,https://www.emploitic.com/attachments/company_logo/logo_4256428.jpg,Industries,"Boumerdes, Algérie",,,Grande entreprise,,,,
SABIE,https://www.emploitic.com/attachments/company_logo/logo_3748320.jpg,"Distribution, Commerce","Cité 498 LOGTS BT 09 LOCAL 03, Bab Ezzouar, , Alger, Algérie",,,PME/PMI,,,,
ETRBGTH,https://www.emploitic.com/attachments/company_logo/logo_4420582.jpg,"BTP, Construction, Immobilier","constantine, Constantine, Algérie",,,Grande entreprise,,,,
AS MOTORS,https://www.emploitic.com/attachments/company_logo/logo_5178941.jpg,Industries,"Zone d'Activité Lot N°2 Ain Taghourt, Bordj Bou Arreridj BORDJ BOU ARRERIDJ (DZ), Algérie","AS Motors est le premier constructeur privé de véhicules motocycles en Algérie. Créée en 2010 ,cette entreprise a débuté son activité avec les tricycles pour personnes à mobilité réduite avec de longues années d’effort dans les procédés de fabrication.

Pourvue d’une grande expérience dans le domaine de l’assemblage, AS Motors a su se diversifier en développant aussi une large gamme de scooters et de motos pour le grand public.

Dotée d’un équipement à la pointe de la technologie dans son usine de 4.000 m2 à Aïn Taghrout (Wilaya de Bordj BouArreridj), en Algérie, AS Motors est la marque algérienne par excellence qui offre les prix les plus bas dans le secteur du deux roues sans oublier la fiabilité et la qualité reconnue de ses produits.",,Grande entreprise,,,https://www.facebook.com/asmotorsofficiel/,
Sofbel,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"7, RUE N°09 DIAR NAAMA EL-BIAR ALGER, Alger, Algérie",,,PME/PMI,,,,
Groupe Hadjeb,https://www.emploitic.com/attachments/company_logo/logo_4238401.jpg,"Distribution, Commerce","tizi ouzou, Tizi Ouzou, Algérie",,,PME/PMI,,,,
Clinique Hamouche d’ophtalmologie,https://www.emploitic.com/attachments/company_logo/logo_5107900.jpg,Services,"Villa 19B val, Hydra, Alger, Algérie",,,PME/PMI,,,,
CERAM DECOR,https://www.emploitic.com/attachments/company_logo/logo_4968601.jpg,Industries,"DRAA BEN SABAH N°32, Périphérique de l'est, Tazoult 5100, Batna, Algérie","SARL Céram décor est un lot de terrain a usage industriel d’une superficie de 85000 m² ,et d’une capacité de production de 35000 m², situé au niveau de la zone industrielle de Tazoult, Lot N°32 Section 04 Wilaya de Batna.

Les produits Céram décor sont issues d’une ingénieuse, combinaison entre: une recherche approfondie, une technologie Hautement développée et un espace de conception et de développent propre a l’innovation. Le tout favorisé par un excellent encadrement et un soutien infaible de la nouvelle génération. En effet Céram décor est composé d'une équipe jeune et dynamique, faisant l'objet d'une soiffe",http://www.ceramdecor-dz.com/#galerie,Grande entreprise,,,https://www.facebook.com/ceramdecor.didou/,
Vescon Algérie,https://www.emploitic.com/attachments/company_logo/logo_4475927.jpg,"Informatique, Télécom, Internet","Cité Des PTT N°29B, Hydra, ,, Alger, Algérie",,,PME/PMI,,,,
SARL Techno Cast,https://www.emploitic.com/attachments/company_logo/logo_5025674.jpg,"Informatique, Télécom, Internet",", Tipaza, Algérie",,,Grande entreprise,,,,
Sarl Biotechno Pharm,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"Alger, Algérie",,,PME/PMI,,,,
Sarl Univer Cosmetique,https://www.emploitic.com/attachments/company_logo/logo_5179014.jpg,"Informatique, Télécom, Internet","Rouiba, Alger, Algérie",,,Grande entreprise,,,,
Sarl SOGATRAF,https://www.emploitic.com/attachments/company_logo/logo_3598737.jpg,"Informatique, Télécom, Internet","Cité ZARHOUNI MOKHTAR CITE 76 VILLA N°09 LOT 01 COOPERATIVE 1095 MOHAMMADIA ALGER., Algérie",,,Grande entreprise,,,,
Organisme national de contrôle technique de la construction hydraulique CTH,https://www.emploitic.com/attachments/company_logo/logo_5106187.jpg,"BTP, Construction, Immobilier","CITE DES 504 LOGTS Ain Nadja, , Alger, Algérie",,,Entreprise publique,,,,
Maxim Industrial Services,https://www.emploitic.com/attachments/company_logo/logo_4627048.jpg,Services,"zone industrielle 132 Amara route de ouled fayet chérage, Alger, Algérie",,,PME/PMI,,,,
METGAV INDUSTRY TLEMCEN,https://www.emploitic.com/attachments/company_logo/logo_3740764.jpg,Industries,", Tlemcen, Algérie",,,PME/PMI,,,,
Ectas,https://www.emploitic.com/attachments/company_logo/logo_5264364.jpg,Services,"Baba Hassen , , Alger, Algérie",,,Grande entreprise,,,,
Eurl TravelBeds,https://www.emploitic.com/attachments/company_logo/logo_4962848.jpg,Services,"Bvd Millenium Local N23 Bir El DJir ,, Oran, Algérie",,,PME/PMI,,,,
Hôtel Adounia,https://www.emploitic.com/attachments/company_logo/logo_5117047.jpg,Services,"Boumerdès Ouled Moussa, , Boumerdes, Algérie",,,Grande entreprise,,,,
DATA TOOLS INFORMATIQUE,https://www.emploitic.com/attachments/company_logo/logo_4364584.jpg,"Informatique, Télécom, Internet","8 LOT. KAOUCH VILLA N 8 ILOT 3 BOIS DES CARS Dely Ibrahim, , Alger, Algérie",,,PME/PMI,,,,
JHC,https://www.emploitic.com/attachments/company_logo/logo_5020830.jpg,"BTP, Construction, Immobilier","ZI 01 tranche 02 ilot 43 Es-senia, 31100, Oran, Algérie",,,Grande entreprise,,,,
SARL LEOPROEX ALGERIE,https://www.emploitic.com/attachments/company_logo/logo_3917440.jpg,Services,"03 Val d’Hydra, Hydra , Alger, Algérie",,,Multinationale,,,,
BioMérieux,https://www.emploitic.com/attachments/company_logo/logo_5137819.jpg,Services,"BOIS DES CARS 2 LOT N°11 1ER ETAGE Dely Ibrahim, 16 000, Alger, Algérie","BioMérieux est une entreprise française spécialisée dans le
diagnostic in vitro. Fondée en 1963, elle est située à
Marcy-l'Étoile près de Lyon. Présente dans plus de 160 pays au
travers de 44 sites, son chiffre d'affaires en 2020 s’élève à 3,1
milliards d'euros, dont plus de 93 % réalisés à l’international.
L'entreprise offre des prestations de diagnostic (systèmes,
réactifs, logiciels, services) qui déterminent l’origine d’une
maladie ou d’une contamination. Ses produits sont utilisés
principalement dans le diagnostic des maladies infectieuses. Ils sont
également utilisés pour la détection de micro-organismes dans les
produits agroalimentaires, pharmaceutiques et cosmétiques.",https://www.biomerieux.com/,Multinationale,,https://fr.linkedin.com/company/biomerieux,,
Sarl Eagle Pride Power,https://www.emploitic.com/attachments/company_logo/logo_3985767.jpg,"Distribution, Commerce","Coopérative el amel G09 Jolie vue Kouba, Alger, Algérie",,,PME/PMI,,,,
AFAD,https://www.emploitic.com/attachments/company_logo/logo_4983980.jpg,Services,"Haj Enasr, Majmouat mlkia 116, ,, Tindouf, Algérie",,,PME/PMI,,,,
Diebold Nixdorf,https://www.emploitic.com/attachments/company_logo/logo_3713419.jpg,"Banque, Assurance, Finance","33 Rue des pins hydra , Alger, Algérie",,,Multinationale,,,,
Algérie Santé,https://www.emploitic.com/attachments/company_logo/logo_4574696.jpg,"Distribution, Commerce","04 Djenane Achabou. Dely Brahim BP 64 . 16000, Alger, Algérie",,,PME/PMI,,,,
sogerec spa,https://www.emploitic.com/attachments/company_logo/logo_4336422.jpg,Services,"Reghaia;alger, Alger, Algérie",,,PME/PMI,,,,
Respad,https://www.emploitic.com/attachments/company_logo/logo_3541252.jpg,"Distribution, Commerce","64 LOT, Dely Ibrahim , Alger, Algérie",,,PME/PMI,,,,
Eurl TFCI,https://www.emploitic.com/attachments/company_logo/logo_4901584.jpg,"BTP, Construction, Immobilier","cité 604 logts bt 47 local n A les vergers birmourad rais, Alger, Algérie",,,PME/PMI,,,,
VFSECURITY,https://www.emploitic.com/attachments/company_logo/logo_3525948.jpg,Services,"constantine; algerie, Constantine, Algérie",,,PME/PMI,,,,
Roadgom,https://www.emploitic.com/attachments/company_logo/logo_4765052.jpg,Industries,"Lotissement Ben Hamza, groupe 4 , N 901 , Hammedi , Boumerdes, Algérie","Start-up nouvellement créée dans le domaine de l’innovation et de l’économie circulaire, ROADGOM Algérie vise à devenir le leader national en matière de valorisation de déchets pour des niches industrielles à haute technicité pour des clients professionnels à la recherche de solutions de qualité à des coûts compétitifs leur donnant ainsi un avantage concurrentiel certain sur leurs marchés respectifs. Précurseur dans son domaine, ROADGOM Algérie vise à se doter de collaborateurs talentueux, dynamiques et ambitieux capables de contribuer à la mise en œuvre de la vision d’entreprise.",http://www.treeg-dz.com/,Grande entreprise,,,,
Société Générale Bénin,https://www.emploitic.com/attachments/company_logo/logo_5266060.jpg,"Banque, Assurance, Finance",", Cotonou, Littoral, Bénin","Missions principales 
- Gérer un portefeuille client afin de le fidéliser et le développer
- Gérer dans le cadre du binôme « CCL PRO / ACE PRO » les besoins du client en termes de banque au quotidien.
- Préparer le renouvellement et la présentation des nouveaux dossiers de crédit
Responsabilités principales
• Gérer un portefeuille client
- Identifier et satisfaire les besoins des clients
• Fonction commerciale 
- Réception clientèle pour les ouvertures de compte
- Réception clientèle pour toutes les opérations (retrait, virement, demande de chéquier, demande d’opposition)
- Vendre les produits de la banque (crédit, change , monétique …)
- Prospection : Identifier des opportunités d’affaires sur les portefeuilles pour la vente des produits de la banque 
• Fonction administrative
- Suivi des comptes du client
- Assainissement du portefeuille
- Suivi des engagements
- Instruction des dossiers de prêt 

• Suivi des réclamations et traitement des requêtes
- Prise en charge des réclamations clientèles
- Organiser le suivi : courrier d’attente aux clients, suivi des régularisations en liaison avec les équipes dédiées 
• Evaluation et suivi du risque sur portefeuille client 
- Suivre les impayés, les engagements irréguliers et alerter pour le suivi de la régularisation par les clients
- Suivre les comptes sans mouvements créditeurs et proposer un plan d’action 
- Analyser l’évolution du mouvement d’affaires confié par le client
- Suivre le respect des conditions clients
- Suivre l’effectivité du pack pro sur les comptes

• Assurer la bonne tenue du dossier banque
- Classer les documents dans le dossier banque du client
- Procéder à la numérisation des nouveaux documents
- Faire le toilettage du dossier banque au moins 1 fois l’an

• Elaborer en lien avec l’ACE PRO l’instruction des dossiers de crédit

- Réaliser la pré analyse du dossier de crédit, l’analyse financière (saisie du bilan) et le contrôle exhaustif des documents nécessaires à l’instruction du dossier de crédit (objet du financement et garanties)

- Participer à la rédaction des propositions d’octroi de crédit ou de renouvellement (Crédapp) des demandes en dépassement d’autorisation ou des demandes de lignes exceptionnelles en liaison avec l’ACE conformément aux procédures (HLAD, LAD, AT, DAS, DAP)

- Suivre les engagements irréguliers et alerter pour le suivi de la régularisation par les clients

- Suivre l’échéancier des dossiers à renouveler et organiser un plan d’action du traitement des lignes échues (instruction d’une autorisation technique, planning des dossiers prioritaires…)

- Suivre les comptes sans mouvements créditeurs et proposer un plan d’action du traitement des lignes échues 

• Participer à la construction de l’offre commerciale et au suivi de sa mise en œuvre
- Identifier les possibilités de rebond commercial sur l’ensemble des portefeuilles avec priorité sur les comptes sans engagements et/ou inactifs
- Participer à la réalisation de PNB sur les portefeuilles avec priorité sur les comptes sans engagements et/ou inactifs

• Suivre et contrôler la qualité et la conformité des opérations traitées en faisant le lien avec les services base arrière (notamment virement, portefeuille, qualité, monétique)
- Superviser l’ouverture de compte de nouveaux clients conformément aux procédures
- Suivre la réception et le traitement avec diligence des opérations courantes (effets de commerce, ordre de virement locaux et internationaux, cautions …)
- Traiter les actions obligatoires liées à la réalisation du KYC notamment sa mise à jour conformément aux procédures
- Mettre régulièrement à jour un fichier clients (adresse, mail, téléphone, engagement, etc.) 
- Communication au client de la notification (mail)
- Suivre et s’assurer de la transmission des courriers de notification au client
Savoir 
 Bac+4/5
 - Bonne connaissance en comptabilité
 - Bonne connaissance en économie
 - Bonne connaissance en finance
 - Bonne connaissance des techniques de vente
 - Bonne connaissance des techniques de négociation commerciale

Savoir faire
 - Connaissance de DELTA BANK
 - Connaissance des produits de la banque
 - Maitrise de Word / Excel /Power Point/Internet

Savoir être
 - Accueillant
 - Courtois
 - Réactif
 - Bon négociateur
 - Bonne écoute
 - Disponibilité
 - Capacité à travailler sous pression



- Assurer la vente de produits",,PME/PMI,,,,
Société Générale Cameroun,https://www.emploitic.com/attachments/company_logo/logo_5266062.jpg,"Banque, Assurance, Finance",", Cameroun",,,Grande entreprise,,,,
Société Générale Tchad,https://www.emploitic.com/attachments/company_logo/logo_5266063.jpg,"Banque, Assurance, Finance",", Tchad",,,Grande entreprise,,,,
Société Générale Guinée Conakry,https://www.emploitic.com/attachments/company_logo/logo_5266069.jpg,"Banque, Assurance, Finance","Conakry, Guinée",,,Grande entreprise,,,,
Société Générale Mauritanie,https://www.emploitic.com/attachments/company_logo/logo_5266073.jpg,"Banque, Assurance, Finance",", Mauritanie",,,Grande entreprise,,,,
Guinée Equatoriale,https://www.emploitic.com/attachments/company_logo/logo_5266076.jpg,"Banque, Assurance, Finance","Guinée Equatoriale, Guinée équatoriale",,,Grande entreprise,,,,
Société Générale Mozambique,https://www.emploitic.com/attachments/company_logo/logo_5266077.jpg,"Banque, Assurance, Finance",", Mozambique",,,Grande entreprise,,,,
Société Générale Madagascar,https://www.emploitic.com/attachments/company_logo/logo_5266078.jpg,"Banque, Assurance, Finance",", Madagascar",,,Grande entreprise,,,,
Société Générale Congo,https://www.emploitic.com/attachments/company_logo/logo_5266081.jpg,"Banque, Assurance, Finance","Congo, République du Congo",,,Grande entreprise,,,,
Société Générale Burkina Faso,https://www.emploitic.com/attachments/company_logo/logo_5266083.jpg,"Banque, Assurance, Finance",", Burkina Faso",,,Grande entreprise,,,,
Société Générale Ghana,https://www.emploitic.com/attachments/company_logo/logo_5242102.jpg,"Banque, Assurance, Finance",", Ghana",,,Grande entreprise,,,,
Namlatic,https://www.emploitic.com/attachments/company_logo/logo_3495168.jpg,"Informatique, Télécom, Internet","Citè des Pins, Bt 12, Rue Gheziel Aek (Ex. Rue Shakespeare), El Mouradia 16001, Alger, Algérie",,,PME/PMI,,,,
Colaital,https://www.emploitic.com/attachments/company_logo/logo_5131931.jpg,"Distribution, Commerce","les vergers, Alger, Algérie",,,Entreprise publique,,,,
Booster de compétences,https://www.emploitic.com/attachments/company_logo/logo_3488933.jpg,Services,"millenium, Bir El Djir, 31000, Oran, Algérie",,,PME/PMI,,,,
Sarl Edhaouaka el Djazairia,https://www.emploitic.com/attachments/company_logo/logo_4916410.jpg,Industries,"Souk Ahras Souk Ahras, , Algérie",,,Grande entreprise,,,https://www.facebook.com/pages/SARL-Edhaouaka-el-Djazairia/177459206453727,
Pro Quimicos,https://www.emploitic.com/attachments/company_logo/logo_3481534.jpg,Industries,"98 Logts N° 03, Sidi Yahia, Hydra 16035, Alger, Algérie",,,PME/PMI,,,,
SABERSON DESIGN & CONCEPT STORE,https://www.emploitic.com/attachments/company_logo/logo_4697562.jpg,Services,"Birmourad rais, Alger, Algérie",,,PME/PMI,,,,
Eurl Win-Win,https://www.emploitic.com/attachments/company_logo/logo_3475243.jpg,"Distribution, Commerce","ILOT 02 Hai el yasmine N°36 groupe 33 SECTION 161 Abu tachfin tlemcen, Tlemcen, Algérie",,,PME/PMI,,,,
Louai Commerce Multiple,https://www.emploitic.com/attachments/company_logo/logo_5183540.jpg,Industries,"Cité Amara, Route de Ouled Fayet, N° 67/01, Cheraga 16053, Alger, Algérie",,,PME/PMI,,,,
LEPINE,https://www.emploitic.com/attachments/company_logo/logo_4405078.jpg,"Distribution, Commerce","9 rue de Picardie BMR ALGER, Alger, Algérie",,,PME/PMI,,,,
SARL ABIA FOODS,https://www.emploitic.com/attachments/company_logo/logo_3465452.jpg,Industries,"Lot N°1,Commune Outhlili Ighram Akbou, Béjaïa 06210, Bejaia, Algérie",,,Grande entreprise,,,,
PROLINKOM CONSULTING S.A.R.L,https://www.emploitic.com/attachments/company_logo/logo_5108947.jpg,Services,"Résidence URBA 2000 N°35 Bat 32 El-Achour , Alger, Algérie",,,PME/PMI,,,,
Cabinet d’expertise-comptable,https://www.emploitic.com/attachments/company_logo/logo_5050492.jpg,Services,"23, rue Hamdani Lahcéne, coopérative Mohamed Boudiaf, Hydra- , Alger, Algérie","Cabinet d'Expertise Comptable spécialisé en Conseil aux Entreprises, en Audit et en Externalisation de services comptables et de paie.",https://www.hap.dz/nous-connaitre,PME/PMI,,,,
Leonide,https://www.emploitic.com/attachments/company_logo/logo_3887982.jpg,"Distribution, Commerce",", Alger, Algérie",,,PME/PMI,,,,
Sungy,https://www.emploitic.com/attachments/company_logo/logo_4711586.jpg,"Energie, Mines, Matière première","27 Rue Charles Gaunaud, El Biar 16000, Alger, Algérie","sungy est développeur de projets solaires, composé d'une équipe d'ingénieurs multi disciplinaires",https://sungy.co/,PME/PMI,,https://www.linkedin.com/company/sungy-sas/,,
ART EL MOUTAHIDA IMMOBILIERRE,https://www.emploitic.com/attachments/company_logo/logo_4413814.jpg,"BTP, Construction, Immobilier","LOT N88 1ER ETAGE DRARIA ALGER, Alger, Algérie",,,PME/PMI,,,,
Sise TECHNOLOGY,https://www.emploitic.com/attachments/company_logo/logo_3430809.jpg,"Informatique, Télécom, Internet","cité les Vergers Bt 21 Locale, 16000, Alger, Algérie",,,PME/PMI,,,,
IT creative,https://www.emploitic.com/attachments/company_logo/logo_3491907.jpg,"Informatique, Télécom, Internet","181 Cité douzi 3، Bab Ezzouar 16000, Alger, Algérie",,,PME/PMI,,,,
EURL EMINENCE PHARM,https://www.emploitic.com/attachments/company_logo/logo_4338458.jpg,Industries,"la zone industrielle la nouvelle ville Constantine, Algérie","EURL EMINENCE PHARMA, entreprise dans le domaine de la distribution pharmaceutique et recrute pour son compte des opératrices téléphonique. (Télévendeur, télévendeuse.).",,PME/PMI,,,,
Dr RAOURAOUA AMINA,https://www.emploitic.com/attachments/company_logo/logo_3403182.jpg,Services,"sise Cité Garidi 2, Bt 96, n° 3, Kouba , Alger, Algérie",,,PME/PMI,,,,
Fares group,https://www.emploitic.com/attachments/company_logo/logo_4405088.jpg,Services,"Rue mustapha megnouche, birkhadem , Alger, Algérie","A unique group of specialized and genuinely multicultural
professionals, all at your disposal individually and collectively and
we will put together a tailor made team to suit your needs Our
professionals are specialized in their main practice areas. Most of
them were educated abroad while many have a strong experience with
public bodies. They work together and in coordination to provide high
quality of advice (legal assistant) and to meet the diverse business
needs and to understand the different corporate cultures of our
clients. Globally, our professionals are fluent in Arabic, English and
French and we are able to provide our service in Italian as well.",https://www.fareslegal.com/,Multinationale,,https://www.linkedin.com/company/fares-group-law-firm/,,
A2S COM,https://www.emploitic.com/attachments/company_logo/logo_5034712.jpg,Services,"Casablanca, Maroc",On est pas les seule mais on est les meilleurs,,PME/PMI,,,,
SARL LE CONNAISSEUR,https://www.emploitic.com/attachments/company_logo/logo_5293410.jpg,"Distribution, Commerce","02 BD Frantz Fanon niv C bureau 18 Hotel El Aurassi , Alger, Algérie",,,PME/PMI,,,,
Entreprise Electronique,https://www.emploitic.com/attachments/company_logo/logo_4475936.jpg,"Distribution, Commerce",", Alger, Algérie",,,Grande entreprise,,,,
Sarl SYMBIOSE ALGERIE,https://www.emploitic.com/attachments/company_logo/logo_3377871.jpg,Services,",, Constantine, Algérie",,,PME/PMI,,,,
SARL Intouch,https://www.emploitic.com/attachments/company_logo/logo_3369349.jpg,Services,"La cité Sahraoui les deux bassins El Achour,, Alger, Algérie",,,PME/PMI,,,,
Gen 42,https://www.emploitic.com/attachments/company_logo/logo_4014783.jpg,Services,"126 RUE DIDOUCHE MOURAD 14B, Alger, Algérie",,,PME/PMI,,,,
CONSORTIUM YOUMANN ET RHR,https://www.emploitic.com/attachments/company_logo/logo_5249735.jpg,"Energie, Mines, Matière première",", Dakar, Sénégal",,,PME/PMI,,,,
3TSolutions,https://www.emploitic.com/attachments/company_logo/logo_4846961.jpg,"Informatique, Télécom, Internet",", Alger, Algérie",,,PME/PMI,,,,
SPA GATEWAY MANAGEMENT AND LOGISTIC ALGERIA,https://www.emploitic.com/attachments/company_logo/logo_3973875.jpg,Services,"cité Bouteldja Houidef , N°1 , Ben Aknoun, 16028, Alger, Algérie","Fondée en 2002, la société turque Gateway Management poursuit ses activités d’offre de service de demande de visa en Turquie depuis plus de 10 ans, en partenariat avec VFS Global qui fournit des services de demande de visa pour les gouvernements et les missions diplomatiques. Le succès de notre partenariat stratégique, qui associe les expériences locales et mondiales, est dû à la grande importance que nous accordons à réaliser nos opérations conformément aux normes de qualité. Avec son partenaire stratégique VFS Global, Gateway Management offre des services actuellement pour l’Australie, l’Autriche, la Belgique, la Bulgarie, le Canada, la Croatie, la République tchèque, le Danemark, Dubaï, l’Estonie, la Finlande, la France, la Grèce, l’Irlande, l’Italie, la Lettonie, la Lituanie, le Luxembourg, Malte, les Pays-Bas, la Norvège, la Pologne, la Russie, la Slovénie et la Suède.",https://gatewayglobe.com/fr/algeria/,Multinationale,,,,
SNC BENCHERCHALI FRERES,https://www.emploitic.com/attachments/company_logo/logo_3502979.jpg,"Distribution, Commerce","Z.I ATLAS Route Beni Tamou N 36, Blida, Algérie",,,PME/PMI,,,,
Ecole les Aurès,https://www.emploitic.com/attachments/company_logo/logo_3328387.jpg,Services,"Lot 1A Boulevard 11 Décembre 1960 El Biar, 16030, Alger, Algérie",,,PME/PMI,,,,
Sealand,https://www.emploitic.com/attachments/company_logo/logo_3313813.jpg,Services,"1 New Orchard Road,, 10504-1722, New York, United Kingdom, Algérie",,,Multinationale,,,,
Damco,https://www.emploitic.com/attachments/company_logo/logo_3313830.jpg,Services,"1 New Orchard Road,, 10504-1722, New York, United Kingdom , Algérie",,,Multinationale,,,,
Agence Nationale Des Déchets,https://www.emploitic.com/attachments/company_logo/logo_3946946.jpg,Industries,"34 rue Des fusillés, Alger, Algérie",,,PME/PMI,,,,
"DEBBAS INDUSTRIES SAL, Bureau de liaison en Algérie",https://www.emploitic.com/attachments/company_logo/logo_3973852.jpg,"BTP, Construction, Immobilier","Rue Boulodrome, villa n°15, Dely Brahim Ville : Dely Ibrahim,, Alger, Algérie",Debbas integrates innovative lighting solutions and building systems,,Multinationale,,,,
Eroge,https://www.emploitic.com/attachments/company_logo/logo_5028061.jpg,"BTP, Construction, Immobilier","jolie vue kouba, Alger, Algérie","L’entreprise de travaux hydraulique gaz électrique et travaux publics EROGE sise a la commune de Tizi-Ouzou wilaya de Tizi-Ouzou avec une succursale a la commune d'Ait-Yahia daïra de Ain el hammam.

créée en 2010, elle a connue des sa création, une forte notoriété grâce a son effectif et au nombre important de projet réaliser dans des différents domaines tel que les travaux d'assainissements, travaux aep, travaux gaz, aménagement urbain et réalisation des réseaux de fibre optique,

a ce jour EROGE continue a gagner de l’expérience et de savoir faire et renforcer sa présence localement, c'est surtout a aller au-delà des défis; EROGE est une entreprise avec une équipe anime par la volonté de se surpasser chaque jours pour atteindre les objectifs tracer et répondre au attente de ses clients",https://eroge.fr.gd/,PME/PMI,,,,
BMS ELECTRIC,https://www.emploitic.com/attachments/company_logo/logo_5200872.jpg,Industries,"Rue Hamidi Said-Birkhadem ,, Alger, Algérie","La société BMS ELECTRIC s’est engagée depuis 2001 dans la
fabrication des accessoires et de l’appareillage électrique. Son
personnel, hautement qualifié, se distingue par sa rapidité
d’exécution et sa capacité à satisfaire les différentes
exigences de ces clients et leur fournir une gamme de produits
variée. Après seulement quatre années d’activité, la société
devient le leader du marché algérien et ses produits sont
distribués dans plusieurs pays étrangers. Avec le projet
d’extension, BMS prévoit la création d’une centaine de nouveaux
postes d’emploi ainsi que plusieurs autres chaines de fabrication
entrant dans le cadre de la redynamisation du potentiel productif. Les
efforts de l’équipe dirigeante de BMS ont amené cette dernière au
stade de ‘’société industrielle’’ aujourd’hui fleuron de
l’économie nationale",,Grande entreprise,,,https://www.facebook.com/bmselectric,
SARL OXYMUSE,https://www.emploitic.com/attachments/company_logo/logo_3279742.jpg,"Informatique, Télécom, Internet","CITE SONELGAZ N°20 GUE DE CONSTANTINE , Alger, Algérie",,,PME/PMI,,,,
SARL Acef,https://www.emploitic.com/attachments/company_logo/logo_4798552.jpg,Industries,"zone d'activité ain el anian, Algérie",,,PME/PMI,,,,
SILKCOAT,https://www.emploitic.com/attachments/company_logo/logo_4887981.jpg,Industries,",, Alger, Algérie",,https://www.silkcoat.com/,Multinationale,,https://www.linkedin.com/company/silkcoat-alg%C3%A9rie/?viewAsMember=true,https://web.facebook.com/silkcoatalgerie/,
Cabinet lakhdari,https://www.emploitic.com/attachments/company_logo/logo_3281800.jpg,Services,"La grande poste , Alger, Algérie",,,PME/PMI,,,,
Trancare,https://www.emploitic.com/attachments/company_logo/logo_5130900.jpg,Industries,"alger, Alger, Algérie",,,Grande entreprise,,,,
SARL AMOUNE INDUSTRIE,https://www.emploitic.com/attachments/company_logo/logo_3974788.jpg,Industries,"lot de terrain rural n° 105 AIN MLILA, Ain Mlila, Oum el Bouaghi, Algérie",industrie de fabrication de lingettes humides,,PME/PMI,,,,
BLS International,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"10, rue Ahmed Mansour Ben Cara, El-Biar - , Alger, Algérie",,,Multinationale,,,,
Mon matelas,https://www.emploitic.com/attachments/company_logo/logo_4762741.jpg,"Distribution, Commerce","17 rue mahmoud matiben les sources b mm ris, Alger, Algérie",,,PME/PMI,,,,
Biomax,https://www.emploitic.com/attachments/company_logo/logo_4114710.jpg,"Distribution, Commerce","Bouchaoui 3 Cheraga, ,., Alger, Algérie","Fondé en 2008 à Msila, par monsieur H.GAGUI, BIOMAX est une Enterprise d'import export spécialisé dans le domaine de la phytothérapie, des médicaments naturels et des compléments alimentaires.",https://biomax.dz/,PME/PMI,,,,
Tpi plastic,https://www.emploitic.com/attachments/company_logo/logo_4359044.jpg,Industries,"Boumerdès Boudouaou,, Alger, Algérie",,,PME/PMI,,,,
Emirates,https://www.emploitic.com/attachments/company_logo/logo_5250184.jpg,Services,", Alger, Algérie",,,PME/PMI,,,,
"INES COSMETICS,Sarl",https://www.emploitic.com/attachments/company_logo/logo_4286783.jpg,Industries,"Zone d'Activités 34000 Bordj Bou Arréridj, Bordj Bou Arreridj, Algérie",,,PME/PMI,,,,
Dream motion,https://www.emploitic.com/attachments/company_logo/logo_4399304.jpg,Services,"Unnamed Road Ex aramex office Achour, 16000, Alger, Algérie",Boite de communication-réalisation et mise a disposition de la force de vente,,PME/PMI,,,https://www.facebook.com/redmotiongroup/,
Sarl leader profil,https://www.emploitic.com/attachments/company_logo/logo_4969113.jpg,Industries,"Local 01, Section 01 GIP 121, Lieu dit Taâouint Oulakhrif, Cne Tizi Rached Tizi-Ouzou,, Tizi Ouzou, Algérie",,,PME/PMI,,,,
Od Pub,https://www.emploitic.com/attachments/company_logo/logo_4351679.jpg,Services,"17 résidence El Andalous tixraine Birkhadem ,, Alger, Algérie",OD Pub est une agence publicitaire spécialisée dans l'événementiel et la production de supports publicitaires en tout genre.,http://www.odpubdz.com/,PME/PMI,,,https://fr-fr.facebook.com/odpublicite/,
Qubik Conseil,https://www.emploitic.com/attachments/company_logo/logo_4767103.jpg,Services,"Paris, , France",,,Multinationale,,,,
